chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct
chr15	42273200	42274206	GANC	TMEM87A	+	-	334	divergent_overlapping	42273200	42273534	0.5417495029821073	58.45	23.5
chr15	42490761	42491232	ZNF106	SNAP23	-	+	91	divergent_classic	42491141	42491232	0.6900212314225053	66.2	25.0
chr15	42548264	42548918	LRRC57	HAUS2	-	+	25	divergent_classic	42548802	42548827	1.0	68.2	68.0
chr15	43329632	43330755	LCMT2	ADAL	-	+	89	divergent_classic	43330582	43330671	1.0	63.8	112.0
chr15	43369220	43371468	TUBGCP4	ZSCAN29	+	-	1823	divergent_overlapping	43369220	43371043	0.4719750889679715	64.8	89.0
chr15	45402212	45403596	GATM	SPATA5L1	-	+	8	divergent_classic	45402327	45402335	1.0	70.4	156.0
chr15	49155142	49155870	GALK2	COPS2	+	-	6	divergent_overlapping	49155655	49155661	1.0	61.8	51.0
chr15	49620788	49621285	FAM227B	DTWD1	-	+	107	divergent_classic	49620929	49621036	1.0	68.6	54.0
chr15	55318887	55319410	PIGB	RAB27A	+	-	154	divergent_overlapping	55318959	55319113	1.0	59.3	42.0
chr15	64093676	64094123	CIAO2A	SNX1	-	+	265	divergent_classic	64093857	64094122	1.0	58.6	31.0
chr15	66386557	66387625	TIPIN	MAP2K1	-	+	90	divergent_classic	66386746	66386836	1.0	66.1	110.0
chr15	77419283	77420411	PEAK1	HMG20A	-	+	267	divergent_classic	77420144	77420411	0.7641843971631206	66.2	100.0
chr15	78131341	78131754	IDH3A	CIB2	+	-	38	divergent_overlapping	78131497	78131535	1.0	62.7	45.0
chr15	88467213	88468001	MRPL46	MRPS11	-	+	62	divergent_classic	88467390	88467452	1.0	60.2	56.0
chr15	100601770	100603230	ASB7	LINS1	+	-	642	divergent_overlapping	100602588	100603230	0.7958904109589041	64.4	80.0
chr16	53424	53996	POLR3K	SNRNP25	-	+	219	divergent_classic	53608	53827	1.0	70.8	59.0
chr16	679438	685815	STUB1	JMJD8	+	-	4305	divergent_overlapping	680223	684528	1.0	66.4	486.0
chr16	1351333	1352347	TSR3	GNPTG	-	+	52	divergent_classic	1351878	1351930	1.0	71.5	116.0
chr16	1826112	1827632	FAHD1	HAGH	+	-	191	divergent_overlapping	1826966	1827157	1.0	70.0	188.0
chr16	2047464	2048364	NTHL1	TSC2	-	+	100	divergent_classic	2047866	2047966	1.0	64.6	88.0
chr16	3023877	3024442	THOC6	HCFC1R1	+	-	260	divergent_overlapping	3024026	3024286	1.0	68.5	58.0
chr16	3400716	3401667	ZSCAN32	ZNF174	-	+	149	divergent_classic	3401065	3401214	1.0	70.0	105.0
chr16	4425428	4426329	CORO7	DNAJA3	-	+	99	divergent_classic	4425705	4425804	1.0	59.0	75.0
chr16	4614005	4616781	UBALD1	MGRN1	-	+	1465	divergent_classic	4615027	4616492	1.0	62.0	242.0
chr16	4846605	4848242	UBN1	GLYR1	+	-	624	divergent_overlapping	4846664	4847288	1.0	71.8	214.0
chr16	10941639	10944906	DEXI	CLEC16A	-	+	2070	divergent_classic	10942468	10944538	0.5506580961126416	66.19999999999999	96.0
chr16	11976400	11977013	NPIPB2	SNX29	-	+	90	divergent_classic	11976643	11976733	1.0	59.9	53.0
chr16	14632659	14633509	PARN	BFAR	-	+	202	divergent_classic	14632728	14632930	1.0	66.5	70.0
chr16	15642949	15643300	MARF1	NDE1	-	+	112	divergent_classic	15643154	15643266	1.0	74.6	43.0
chr16	19521659	19524313	GDE1	CCP110	-	+	1687	divergent_classic	19522123	19523810	0.4129615674453655	65.6	48.0
chr16	20899867	20901294	LYRM1	ERI2	+	-	482	divergent_overlapping	20899867	20900349	0.7358093903293623	66.4	87.0
chr16	23641066	23641597	PALB2	DCTN5	-	+	144	divergent_classic	23641321	23641465	1.0	66.9	51.0
chr16	27549688	27550239	GTF3C1	KATNIP	-	+	219	divergent_classic	27549913	27550132	1.0	68.2	56.0
chr16	28845883	28846818	TUFM	SH2B1	-	+	251	divergent_classic	28846348	28846599	1.0	67.3	84.0
chr16	29454032	29455716	SLX1B	BOLA2-SMG1P6	+	-	119	divergent_overlapping	29454532	29454651	1.0	67.8	146.0
chr16	29995257	29996553	INO80E	HIRIP3	+	-	360	divergent_overlapping	29995714	29996074	1.0	61.8	116.0
chr16	30193374	30195058	SLX1A	BOLA2B	+	-	432	divergent_overlapping	30193874	30194306	1.0	67.8	146.0
chr16	56450953	56452199	OGFOD1	NUDT21	+	-	679	divergent_overlapping	56451520	56452199	0.7295345104333868	63.0	71.0
chr16	57185574	57186671	PSME3IP1	RSPRY1	-	+	20	divergent_classic	57186116	57186136	1.0	60.0	87.0
chr16	57447083	57447754	CIAPIN1	COQ9	-	+	4	divergent_classic	57447420	57447424	1.0	70.8	69.0
chr16	57999545	58001295	USB1	ZNF319	+	-	1127	divergent_overlapping	57999545	58000672	0.6405714285714286	73.15	72.0
chr16	66552365	66552816	TK2	CKLF	-	+	18	divergent_classic	66552544	66552562	1.0	56.5	36.0
chr16	66934126	66935021	CIAO2B	CES2	-	+	20	divergent_classic	66934423	66934443	1.0	64.1	85.0
chr16	67159643	67160136	TRADD	FBXL8	-	+	22	divergent_classic	67159909	67159931	1.0	72.4	55.0
chr16	69131290	69133005	UTP4	CHTF8	+	-	1298	divergent_overlapping	69131290	69132588	0.5731778425655977	74.3	120.0
chr16	69337995	69339979	NIP7	COG8	+	-	1588	divergent_overlapping	69337995	69339583	0.41381048387096775	65.7	91.0
chr16	70289224	70289707	DDX19B	AARS1	+	-	45	divergent_overlapping	70289662	70289707	0.7494824016563147	71.5	37.0
chr16	70523186	70523790	COG4	SF3B3	-	+	230	divergent_classic	70523560	70523790	0.6572847682119205	60.2	30.0
chr16	71808020	71809201	ATXN1L	AP1G1	+	-	763	divergent_overlapping	71808438	71809201	0.9974597798475868	58.8	91.0
chr16	74998859	75000309	ZNRF1	WDR59	+	-	1150	divergent_overlapping	74999023	75000173	1.0	71.3	166.0
chr16	75647366	75648681	TERF2IP	KARS1	+	-	871	divergent_overlapping	75647772	75648643	1.0	67.5	131.0
chr16	85798632	85800236	COX4I1	EMC8	+	-	976	divergent_overlapping	85798632	85799608	0.8865336658354115	67.4	138.0
chr16	88705829	88706787	RNF166	CTU2	-	+	74	divergent_classic	88706408	88706482	1.0	73.3	125.0
chr16	88856219	88857568	TRAPPC2L	GALNS	+	-	751	divergent_overlapping	88856219	88856970	0.9673832468495182	62.9	120.0
chr16	89489407	89491345	ANKRD11	SPG7	-	+	157	divergent_classic	89490561	89490718	1.0	74.1	239.0
chr16	89656784	89658228	CHMP1A	SPATA33	-	+	1	divergent_classic	89657738	89657739	1.0	69.3	150.0
chr16	89720399	89722681	ZNF276	VPS9D1	+	-	499	divergent_overlapping	89720399	89720898	0.9868536371603857	66.6	250.0
chr17	781910	782748	GLOD4	MRM3	-	+	58	divergent_classic	782294	782352	1.0	64.6	85.0
chr17	1829591	1830634	RPA1	SMYD4	+	-	933	divergent_overlapping	1829701	1830634	0.6538830297219559	65.5	75.0
chr17	2303223	2304085	SRR	SMG6	+	-	403	divergent_overlapping	2303382	2303785	1.0	68.2	100.0
chr17	2336336	2338253	TSR1	SGSM2	-	+	840	divergent_classic	2336657	2337497	1.0	62.3	178.0
chr17	3636024	3637190	SHPK	CTNS	-	+	208	divergent_classic	3636250	3636458	1.0	70.2	114.0
chr17	3667930	3669324	TAX1BP3	EMC6	-	+	132	divergent_classic	3668679	3668811	1.0	69.7	149.0
chr17	4142498	4143197	ZZEF1	CYB5D2	-	+	137	divergent_classic	4143030	4143167	1.0	67.4	78.0
chr17	4939563	4940341	RNF167	SLC25A11	+	-	46	divergent_overlapping	4940007	4940053	1.0	55.0	63.0
chr17	4947647	4950612	ENO3	PFN1	+	-	970	divergent_overlapping	4948091	4949061	1.0	59.9	231.0
chr17	5419187	5420396	RPAIN	NUP88	+	-	524	divergent_overlapping	5419640	5420164	1.0	58.7	95.0
chr17	5486070	5486963	MIS12	DERL2	+	-	527	divergent_overlapping	5486284	5486811	1.0	65.2	84.0
chr17	6640034	6641243	KIAA0753	TXNDC17	-	+	273	divergent_classic	6640711	6640984	1.0	66.3	99.0
chr17	7251105	7252807	ELP5	CTDNEP1	+	-	1076	divergent_overlapping	7251415	7252491	1.0	66.0	131.0
chr17	7884795	7885773	CHD3	NAA38	+	-	443	divergent_overlapping	7884795	7885238	0.8302658486707567	64.2	92.0
chr17	7931853	7932251	CNTROB	TRAPPC1	+	-	23	divergent_overlapping	7932100	7932123	1.0	68.3	40.0
chr17	8247617	8248202	PFAS	CTC1	+	-	441	divergent_overlapping	8247617	8248058	0.6735042735042736	63.7	32.0
chr17	10697108	10698375	ADPRM	SCO1	+	-	782	divergent_overlapping	10697593	10698375	0.6108918705603789	69.3	78.0
chr17	15999186	16000374	ZSWIM7	TTC19	-	+	66	divergent_classic	15999717	15999783	1.0	66.2	130.0
chr17	18038884	18040181	ATPAF2	GID4	-	+	198	divergent_classic	18039209	18039407	1.0	66.2	137.0
chr17	18258302	18261358	FLII	MIEF2	-	+	1858	divergent_classic	18258738	18260596	0.5520287958115183	70.2	80.0
chr17	18314507	18315742	TOP3A	SMCR8	-	+	285	divergent_classic	18315007	18315292	1.0	64.3	117.0
chr17	19377687	19379228	MAPK7	B9D1	+	-	473	divergent_overlapping	19377720	19378193	1.0	64.6	126.0
chr17	28335045	28336022	IFT20	TNFAIP1	-	+	112	divergent_classic	28335489	28335601	1.0	66.6	79.0
chr17	28357139	28357852	POLDIP2	TMEM199	-	+	114	divergent_classic	28357527	28357641	1.0	72.1	78.0
chr17	28661703	28662373	SDF2	SUPT6H	-	+	8	divergent_classic	28662189	28662197	1.0	54.0	50.0
chr17	28717150	28720255	RAB34	RPL23A	-	+	1555	divergent_classic	28718429	28719984	0.4180354267310789	65.5	67.5
chr17	28854961	28855301	ERAL1	FAM222B	+	-	223	divergent_overlapping	28855009	28855232	1.0	63.5	29.0
chr17	32349982	32350441	C17orf75	ZNF207	-	+	108	divergent_classic	32350023	32350131	1.0	58.0	32.0
chr17	36543435	36545601	MYO19	GGNBP2	-	+	1476	divergent_classic	36543435	36544911	0.6001846722068329	62.4	107.0
chr17	37406724	37406967	ACACA	TADA2A	-	+	49	divergent_classic	37406836	37406885	1.0	52.7	23.0
chr17	42287546	42288996	STAT5A	STAT5B	+	-	1087	divergent_overlapping	42287546	42288633	0.5696551724137932	71.3	90.0
chr17	42609041	42610623	TUBG1	RETREG3	+	-	983	divergent_overlapping	42609640	42610623	0.44374209860935526	59.3	56.0
chr17	49788612	49789362	KAT7	FAM117A	+	-	557	divergent_overlapping	49788623	49789180	1.0	63.6	67.0
chr17	51259741	51261222	MBTD1	UTP18	-	+	382	divergent_classic	51260163	51260545	1.0	68.3	150.0
chr17	59707191	59707747	VMP1	PTRH2	+	-	435	divergent_overlapping	59707191	59707626	0.6366906474820144	61.0	28.0
chr17	59892681	59893660	TUBD1	RPS6KB1	-	+	100	divergent_classic	59892945	59893045	1.0	58.3	73.0
chr17	63773324	63776351	DDX42	CCDC47	+	-	2749	divergent_overlapping	63773602	63776351	0.4552362074661381	60.5	118.0
chr17	64505361	64508199	CEP95	DDX5	+	-	1335	divergent_overlapping	64506864	64508199	0.7353770260747005	60.6	183.0
chr17	74776105	74776553	NAT9	TMEM104	-	+	131	divergent_classic	74776367	74776498	1.0	70.3	49.0
chr17	75261099	75262363	MRPS7	GGA3	+	-	690	divergent_overlapping	75261673	75262363	0.7286392405063291	68.1	89.0
chr17	75666919	75667548	RECQL5	SAP30BP	-	+	61	divergent_classic	75667189	75667250	1.0	59.6	51.0
chr17	75784765	75785893	UNK	H3-3B	+	-	1088	divergent_overlapping	75784805	75785893	0.4095744680851064	71.9	55.0
chr17	75978890	75979650	ACOX1	TEN1	-	+	62	divergent_classic	75979177	75979239	1.0	62.8	67.0
chr17	76725949	76727338	JMJD6	METTL23	-	+	30	divergent_classic	76726799	76726829	1.0	67.2	146.0
chr17	76735864	76738140	MFSD11	SRSF2	+	-	1469	divergent_overlapping	76735864	76737333	0.7710896309314587	70.5	221.0
chr17	80219698	80221155	SLC26A11	SGSH	+	-	1225	divergent_overlapping	80219698	80220923	0.668496911461908	63.6	88.0
chr17	81238616	81239971	TEPSIN	NDUFAF8	-	+	213	divergent_classic	81239091	81239304	1.0	67.7	142.0
chr17	81683164	81684417	HGS	ARL16	+	-	472	divergent_overlapping	81683325	81683797	1.0	71.1	152.0
chr17	81890636	81892105	ANAPC11	ALYREF	+	-	797	divergent_overlapping	81890789	81891586	1.0	69.4	184.0
chr17	82050638	82052691	GPS1	RFNG	+	-	1141	divergent_overlapping	82050690	82051831	1.0	67.3	194.0
chr17	82418203	82418885	HEXD	OGFOD3	+	-	320	divergent_overlapping	82418317	82418637	1.0	79.2	98.0
chr18	12657045	12658728	PSMG2	SPIRE1	+	-	65	divergent_overlapping	12658042	12658107	1.0	67.1	198.0
chr18	13725980	13727371	RNMT	FAM210A	+	-	4	divergent_overlapping	13726659	13726663	1.0	65.5	134.0
chr18	21704204	21705091	ABHD3	MIB1	-	+	176	divergent_classic	21704780	21704956	1.0	57.5	75.0
chr18	36128956	36130273	SLC39A6	ELP2	-	+	58	divergent_classic	36129385	36129443	1.0	67.8	126.0
chr18	36828595	36829326	KIAA1328	TPGS2	+	-	111	divergent_overlapping	36829105	36829216	1.0	69.6	87.0
chr18	46104147	46104881	ATP5F1A	HAUS1	-	+	43	divergent_classic	46104334	46104377	1.0	61.7	57.0
chr18	56651225	56651600	WDR7	TXNL1	+	-	258	divergent_overlapping	56651342	56651600	0.8773333333333333	62.9	30.0
chr18	62186744	62188019	PIGN	RELCH	-	+	136	divergent_classic	62187118	62187254	1.0	57.6	96.0
chr18	75207959	75212227	PTGR3	TSHZ1	-	+	1615	divergent_classic	75209139	75210754	1.0	58.2	353.0
chr18	80033336	80034761	TXNL4A	RBFA	-	+	439	divergent_classic	80033949	80034388	1.0	71.6	179.0
chr19	2163633	2165604	DOT1L	AP3D1	+	-	536	divergent_overlapping	2163932	2164468	1.0	60.0	176.0
chr19	2235682	2237704	SF3A2	PLEKHJ1	+	-	881	divergent_overlapping	2236823	2237704	0.7027695351137487	71.6	157.0
chr19	2328365	2329090	LSM7	SPPL2B	-	+	3	divergent_classic	2328611	2328614	1.0	66.3	83.0
chr19	2782896	2785841	SGTA	THOP1	-	+	2140	divergent_classic	2783362	2785502	0.4594227504244482	70.25	72.0
chr19	3572547	3574554	HMG20B	MFSD12	+	-	1514	divergent_overlapping	3572776	3574290	1.0	67.7	167.0
chr19	4400120	4403094	SH3GL1	CHAF1A	-	+	2092	divergent_classic	4400547	4402639	0.4280430396772024	60.8	63.0
chr19	5622237	5624046	SAFB	SAFB2	+	-	1012	divergent_overlapping	5623034	5624046	0.8092868988391376	68.7	173.0
chr19	6737228	6737924	GPR108	TRIP10	-	+	344	divergent_classic	6737580	6737924	0.7772988505747126	71.7	59.0
chr19	7629209	7629787	XAB2	PET100	-	+	242	divergent_classic	7629545	7629787	0.8685121107266436	59.2	42.0
chr19	8321157	8322088	RPS28	NDUFA7	+	-	218	divergent_overlapping	8321157	8321375	0.9559613319011815	64.5	79.0
chr19	9827649	9828139	FBXL12	UBL5	-	+	75	divergent_classic	9827816	9827891	1.0	66.7	44.0
chr19	10416306	10421328	PDE4A	CDC37	+	-	3349	divergent_overlapping	10416772	10420121	0.6055356431700518	64.35	125.5
chr19	10928280	10929609	YIPF2	TIMM29	-	+	129	divergent_classic	10928681	10928810	1.0	69.9	145.0
chr19	11558974	11559429	ELOF1	ZNF627	-	+	143	divergent_classic	11559230	11559373	1.0	66.4	45.0
chr19	12666516	12666824	MAN2B1	WDR83	-	+	59	divergent_classic	12666742	12666801	1.0	73.4	31.0
chr19	12666516	12670280	WDR83	WDR83OS	+	-	2614	divergent_overlapping	12666801	12669415	0.4269394261424017	66.9	63.0
chr19	13116083	13117567	NACC1	TRMT1	+	-	706	divergent_overlapping	13116861	13117567	0.5141509433962265	60.9	59.0
chr19	13149748	13154110	STX10	IER2	-	+	27	divergent_classic	13150383	13150410	1.0	62.6	337.0
chr19	17334263	17334998	ANO8	GTPBP3	-	+	64	divergent_classic	17334855	17334919	1.0	67.6	83.0
chr19	18919115	18919844	COPE	DDX49	-	+	317	divergent_classic	18919387	18919704	1.0	51.7	56.0
chr19	19033115	19034023	ARMC6	SUGP2	+	-	449	divergent_overlapping	19033574	19034023	0.9944933920704846	68.7	116.0
chr19	19192045	19192813	RFXANK	BORCS8	+	-	363	divergent_overlapping	19192228	19192591	0.7369791666666666	65.94999999999999	24.5
chr19	19320157	19321385	SUGP1	MAU2	-	+	319	divergent_classic	19320509	19320828	1.0	66.0	114.0
chr19	36113457	36116004	TBCB	POLR2I	+	-	925	divergent_overlapping	36114288	36115213	1.0	62.0	187.0
chr19	36850016	36851098	ZNF345	ZNF790	+	-	427	divergent_overlapping	36850360	36850787	0.566543438077634	62.15	23.5
chr19	37466824	37469713	ZNF570	ZNF569	+	-	1691	divergent_overlapping	37467584	37469275	0.4939425406715126	65.15	60.5
chr19	38930423	38930975	SARS2	MRPS12	-	+	180	divergent_classic	38930763	38930943	1.0	63.2	58.0
chr19	39341858	39343033	GMFG	SAMD4B	-	+	48	divergent_classic	39342372	39342420	0.7634042553191489	64.15	40.0
chr19	39390692	39391524	PAF1	MED29	-	+	148	divergent_classic	39391154	39391302	1.0	63.9	72.0
chr19	39435584	39436223	RPS16	SUPT5H	-	+	206	divergent_classic	39435949	39436155	1.0	62.1	56.0
chr19	40348273	40348826	PLD3	C19orf47	+	-	72	divergent_overlapping	40348455	40348527	1.0	72.3	66.0
chr19	41397209	41397807	EXOSC5	BCKDHA	-	+	445	divergent_classic	41397362	41397807	0.41304347826086957	66.8	27.0
chr19	42220038	42220513	DEDD2	ZNF526	-	+	151	divergent_classic	42220140	42220291	1.0	66.3	41.0
chr19	43595981	43596688	IRGQ	ZNF576	-	+	257	divergent_classic	43596134	43596391	1.0	64.4	59.0
chr19	45178065	45179898	TRAPPC6A	BLOC1S3	-	+	546	divergent_classic	45178237	45178783	1.0	59.0	151.0
chr19	46745984	46746994	FKRP	STRN4	+	-	949	divergent_overlapping	46746045	46746994	0.7	64.5	87.0
chr19	47112698	47113844	SAE1	ZC3H4	+	-	503	divergent_overlapping	47113273	47113776	0.7495636998254799	62.0	36.5
chr19	48619020	48619666	RPL18	SPHK2	-	+	106	divergent_classic	48619184	48619290	1.0	66.1	67.0
chr19	48993191	48993561	GYS1	RUVBL2	-	+	251	divergent_classic	48993310	48993561	0.8783783783783784	70.2	33.0
chr19	49590262	49592250	NOSIP	PRR12	-	+	919	divergent_classic	49590262	49591181	0.9305835010060363	56.6	131.0
chr19	49639966	49642507	RRAS	SCAF1	-	+	2065	divergent_classic	49640143	49642208	0.5659189295552932	64.85	70.5
chr19	49876139	49878351	TBC1D17	PNKP	+	-	686	divergent_overlapping	49877665	49878351	0.9805605786618445	62.3	159.0
chr19	49928701	49929881	ATF5	NUP62	+	-	1063	divergent_overlapping	49928701	49929764	0.6644067796610169	62.1	70.0
chr19	50024919	50026229	ZNF473	VRK3	+	-	233	divergent_overlapping	50025713	50025946	1.0	60.8	100.0
chr19	52170935	52171643	PPP2R1A	ZNF836	+	-	708	divergent_overlapping	52170935	52171643	0.7457627118644068	59.1	38.0
chr19	54115272	54115787	PRPF31	TFPT	+	-	248	divergent_overlapping	54115409	54115657	1.0	58.6	45.0
chr19	55599335	55602866	ZNF524	FIZ1	+	-	1949	divergent_overlapping	55600021	55601970	0.5004248088360238	64.15	72.5
chr2	263400	266398	ACP1	SH3YL1	+	-	2259	divergent_overlapping	264139	266398	0.6130753835890593	68.0	182.0
chr2	3377573	3380205	EIPR1	TRAPPC12	-	+	1844	divergent_classic	3377830	3379674	0.45364741641337386	67.1	54.0
chr2	9422997	9424153	ITGB1BP1	CPSF3	-	+	122	divergent_classic	9423528	9423650	1.0	67.1	118.0
chr2	23926386	23927484	ATAD2B	UBXN2A	-	+	161	divergent_classic	23927123	23927284	1.0	65.7	113.0
chr2	24049575	24050443	WDCP	FKBP1B	-	+	125	divergent_classic	24049575	24049700	0.706221198156682	71.1	59.0
chr2	24076099	24077424	SF3B6	FAM228B	-	+	152	divergent_classic	24076373	24076525	1.0	66.9	99.0
chr2	26243169	26245078	HADHB	HADHA	+	-	1503	divergent_overlapping	26243169	26244672	0.4421162912519644	62.8	60.0
chr2	27211564	27212958	ATRAID	SLC5A6	+	-	918	divergent_overlapping	27212040	27212958	0.9239598278335724	61.3	116.0
chr2	27369978	27371232	EIF2B4	SNX17	-	+	157	divergent_classic	27370338	27370495	1.0	66.1	122.0
chr2	27663392	27664543	SLC4A1AP	SUPT7L	+	-	415	divergent_overlapping	27663425	27663840	1.0	59.5	78.0
chr2	27889940	27890897	BABAM2	RBKS	+	-	741	divergent_overlapping	27889940	27890681	0.735632183908046	69.2	78.0
chr2	37083929	37084750	HEATR5B	GPATCH11	-	+	145	divergent_classic	37084372	37084517	1.0	62.2	72.0
chr2	37231255	37232056	CEBPZ	NDUFAF7	-	+	34	divergent_classic	37231596	37231630	1.0	63.0	72.0
chr2	38750393	38751542	SRSF7	GEMIN6	-	+	39	divergent_classic	38751494	38751533	1.0	62.7	116.0
chr2	38875520	38876073	DHX57	MORN2	-	+	41	divergent_classic	38875934	38875975	1.0	66.0	42.0
chr2	44361815	44362219	PREPL	CAMKMT	-	+	84	divergent_classic	44361862	44361946	1.0	59.9	30.0
chr2	46616415	46617193	CRIPT	PIGF	+	-	640	divergent_overlapping	46616415	46617055	0.8766066838046273	67.7	64.0
chr2	53970511	53971353	ACYP2	PSME4	+	-	156	divergent_overlapping	53970837	53970993	1.0	62.5	81.0
chr2	61888310	61888855	CCT4	COMMD1	-	+	52	divergent_classic	61888671	61888723	1.0	67.5	65.0
chr2	68157052	68158109	DNAAF10	PNO1	-	+	338	divergent_classic	68157549	68157887	1.0	59.2	70.0
chr2	71130057	71130822	MCEE	MPHOSPH10	-	+	70	divergent_classic	71130239	71130309	1.0	64.1	75.0
chr2	73232957	73234739	PRADC1	CCT7	-	+	180	divergent_classic	73233239	73233419	1.0	56.1	142.0
chr2	74482037	74483408	TTC31	CCDC142	+	-	336	divergent_overlapping	74483072	74483408	0.6900072939460248	68.8	96.0
chr2	74529096	74530803	HTRA2	AUP1	+	-	165	divergent_overlapping	74529595	74529760	1.0	65.4	146.0
chr2	85354393	85354840	ELMOD3	RETSAT	+	-	138	divergent_overlapping	85354393	85354531	0.7404921700223713	61.3	25.0
chr2	85561288	85561616	GGCX	VAMP8	-	+	29	divergent_classic	85561532	85561561	1.0	70.4	37.0
chr2	85602143	85603196	USP39	TMEM150A	+	-	341	divergent_overlapping	85602855	85603196	0.9221272554605888	70.4	100.0
chr2	86105536	86106527	POLR1A	PTCD3	-	+	67	divergent_classic	86106155	86106222	1.0	54.3	67.0
chr2	96265121	96266553	TMEM127	CIAO1	-	+	161	divergent_classic	96265997	96266158	1.0	65.7	134.0
chr2	98608181	98608859	COA5	UNC50	-	+	63	divergent_classic	98608515	98608578	1.0	72.3	84.0
chr2	99180885	99181160	MITD1	MRPL30	-	+	93	divergent_classic	99181058	99181151	1.0	58.5	20.0
chr2	99336025	99340702	EIF5B	TXNDC9	+	-	3332	divergent_overlapping	99337370	99340702	0.40880906564036773	57.0	148.0
chr2	101252561	101253540	TBC1D8	CNOT11	-	+	19	divergent_classic	101252866	101252885	1.0	66.9	109.0
chr2	119366665	119367711	C2orf76	DBI	-	+	89	divergent_classic	119366834	119366923	1.0	66.4	85.0
chr2	121736532	121737343	NIFK	TSN	-	+	191	divergent_classic	121736911	121737102	1.0	65.7	91.0
chr2	130181267	130182773	MZT2B	SMPD4	+	-	1014	divergent_overlapping	130181736	130182750	1.0	61.2	140.0
chr2	130341896	130343290	CCDC115	IMP4	-	+	177	divergent_classic	130342699	130342876	1.0	60.0	98.0
chr2	171433854	171434802	DCAF17	METTL8	+	-	586	divergent_overlapping	171434216	171434802	0.9831223628691983	72.3	104.0
chr2	177392499	177393164	AGPS	NFE2L2	+	-	11	divergent_overlapping	177392745	177392756	1.0	62.0	64.0
chr2	189783840	189784758	PMS1	ORMDL1	+	-	280	divergent_overlapping	189784084	189784364	1.0	65.4	96.0
chr2	190343569	190344274	INPP1	HIBCH	+	-	624	divergent_overlapping	190343569	190344193	0.9843971631205674	67.4	90.0
chr2	197515570	197516737	MOB4	HSPD1	+	-	1167	divergent_overlapping	197515570	197516737	0.7523564695801199	69.1	83.0
chr2	201071301	201071671	NDUFB3	HYCC2	+	-	239	divergent_overlapping	201071432	201071671	0.9513513513513514	66.8	29.0
chr2	206159186	206160257	NDUFS1	EEF1B2	-	+	75	divergent_classic	206159509	206159584	1.0	62.1	94.0
chr2	208266024	208266412	IDH1	PIKFYVE	-	+	180	divergent_classic	208266074	208266254	1.0	68.6	39.0
chr2	218269650	218270670	PNKD	AAMP	+	-	528	divergent_overlapping	218269650	218270178	0.5941176470588235	65.8	58.0
chr2	218658763	218659854	BCS1L	ZNF142	+	-	892	divergent_overlapping	218658763	218659655	0.6196150320806599	67.0	55.0
chr2	218671687	218672090	RNF25	STK36	-	+	66	divergent_classic	218672002	218672068	1.0	64.3	31.0
chr2	219176224	219178289	RETREG2	CNPPD1	+	-	1882	divergent_overlapping	219176224	219178106	0.9113801452784503	60.1	150.0
chr2	219229250	219229975	ATG9A	ANKZF1	-	+	65	divergent_classic	219229717	219229782	1.0	57.9	63.0
chr2	241314884	241317061	SEPTIN2	HDLBP	+	-	1962	divergent_overlapping	241315099	241317061	0.7932935231970601	64.7	155.0
chr2	241636291	241638148	THAP4	ATG4B	-	+	54	divergent_classic	241637158	241637212	1.0	64.4	229.0
chr2	241686546	241687305	DTYMK	ING5	-	+	140	divergent_classic	241686944	241687084	1.0	74.8	110.0
chr20	2840217	2841265	VPS16	PCED1A	+	-	488	divergent_overlapping	2840702	2841190	1.0	70.4	104.0
chr20	3785696	3786989	CENPB	CDC25B	-	+	31	divergent_classic	3786740	3786771	1.0	72.9	184.0
chr20	5126556	5127440	PCNA	CDS2	-	+	252	divergent_classic	5126626	5126878	1.0	68.3	102.0
chr20	17968112	17969365	SNX5	MGME1	-	+	37	divergent_classic	17968980	17969017	1.0	63.3	117.0
chr20	32207479	32208038	PLAGL2	POFUT1	-	+	111	divergent_classic	32207743	32207854	1.0	80.0	87.0
chr20	34872145	34873063	ACSS2	GGT7	+	-	711	divergent_overlapping	34872145	34872856	0.4749455337690632	73.6	48.0
chr20	35698899	35699779	ROMO1	NFS1	+	-	84	divergent_overlapping	35699271	35699355	1.0	69.0	92.0
chr20	38033432	38034093	TTI1	RPRD1B	-	+	263	divergent_classic	38033461	38033724	1.0	67.2	67.0
chr20	45890143	45891722	CTSA	NEURL2	+	-	1065	divergent_overlapping	45890143	45891208	0.9271690943635212	67.9	145.0
chr20	62142542	62144611	PSMA7	SS18L1	-	+	328	divergent_classic	62143440	62143768	1.0	71.3	281.0
chr20	62937457	62938564	DIDO1	GID8	-	+	194	divergent_classic	62937952	62938146	1.0	66.2	124.0
chr20	63707307	63708922	ZGPAT	ARFRP1	+	-	561	divergent_overlapping	63707464	63708025	1.0	71.6	180.0
chr21	25734503	25735900	GABPA	ATP5PF	+	-	1104	divergent_overlapping	25734569	25735673	1.0	66.0	121.0
chr21	33541997	33543491	SON	GART	+	-	454	divergent_overlapping	33543037	33543491	0.9230254350736279	60.4	106.0
chr21	33641570	33643926	ITSN1	CRYZL1	+	-	1527	divergent_overlapping	33642399	33643926	0.5207979626485568	65.3	65.5
