chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct	H3K4me3_n_present	H3K4me3_frac_present	H3K4me3_mean	H3K4me3_cv	H3K27ac_n_present	H3K27ac_frac_present	H3K27ac_mean	H3K27ac_cv	H3K27me3_n_absent	H3K27me3_frac_absent	H3K27me3_mean	H3K27me3_cv	H3K9me3_n_absent	H3K9me3_frac_absent	H3K9me3_mean	H3K9me3_cv
chr12	121399577	121400593	ANAPC5	RNF34	-	+	186	divergent_classic	121399896	121400082	1.0	67.7	103.0	11	1.0	27.268950458154574	0.43473250173490013	11	1.0	12.21313380439779	0.6581934520671104	10	0.9090909090909091	0.3909536562201797	1.4639427722237044	11	1.0	0.2638066517124633	0.8076433385047174
chr12	121799916	121805484	RHOF	SETD1B	-	+	605	divergent_classic	121803403	121804008	1.0	57.9	393.0	11	1.0	21.596334303430776	0.4758689584962322	11	1.0	20.871259013118266	0.46379754035613896	11	1.0	0.3225352862441157	0.7303171107451111	11	1.0	0.2995370910591978	0.5892998735865425
chr12	122526714	122527245	RSRC2	KNTC1	-	+	245	divergent_classic	122527000	122527245	0.9491525423728814	56.5	44.0	11	1.0	16.30056142129324	0.27941563666637337	11	1.0	29.34619328412668	0.5585243801231832	11	1.0	0.3749069328382395	1.058577432627714	11	1.0	0.28086001624496154	1.5586592102167263
chr12	122980059	122981649	ARL6IP4	ABCB9	+	-	1590	divergent_overlapping	122980059	122981649	0.7245283018867924	72.7	133.0	11	1.0	36.39409633622835	0.5912238850313501	10	0.9090909090909091	10.083768318263916	0.6403337056640421	11	1.0	0.4680393883264525	1.0400948038223932	11	1.0	0.34994895288709604	0.5147739515907885
chr12	123633550	123633932	GTF2H3	EIF2B1	+	-	28	divergent_overlapping	123633738	123633766	1.0	69.9	43.0	11	1.0	27.651048447097388	0.44767907244509525	10	0.9090909090909091	8.593975323986534	0.6599835916889855	11	1.0	0.22255457344525686	0.9808759403894903	11	1.0	0.3849792991291788	1.1425592564382583
chr12	123971844	123974181	ZNF664	CCDC92	+	-	987	divergent_overlapping	123971844	123972831	0.922122379118528	62.1	206.0	11	1.0	24.89007756166887	0.5937846172079712	10	0.9090909090909091	5.169712507721683	0.7742065544857093	11	1.0	0.49471825098143396	0.8690552270791893	11	1.0	0.24564699454999805	0.3652591976884715
chr13	27620046	27622112	LNX2	POLR1D	-	+	212	divergent_classic	27620529	27620741	1.0	67.2	188.0	11	1.0	26.83821662112782	0.4758768301071428	10	0.9090909090909091	10.740092823503263	0.5261857695457436	11	1.0	0.3362009909780799	0.6318782119632541	11	1.0	0.3729734748690193	0.7268413885649255
chr13	30617374	30618052	HMGB1	USPL1	-	+	95	divergent_classic	30617597	30617692	1.0	67.7	71.0	11	1.0	16.65531918159453	0.422081208505967	11	1.0	12.320252596518145	0.5320790502446423	11	1.0	0.14430954281646632	0.9927476063514099	11	1.0	0.22263617369548416	1.1157972573403645
chr13	39037551	39038793	PROSER1	NHLRC3	-	+	216	divergent_classic	39038089	39038305	0.7576489533011272	66.1	41.5	11	1.0	35.04491768561309	0.4233459724288265	11	1.0	14.306701079589034	0.5852355835641042	11	1.0	0.4899720778483139	0.8468533921413851	11	1.0	0.4074577640451389	0.725568346988567
chr13	41060036	41061984	ELF1	WBP4	-	+	68	divergent_classic	41061440	41061508	1.0	60.2	160.0	11	1.0	31.113926817127115	0.4806519356819178	11	1.0	26.959776330170474	0.5193249682998506	11	1.0	0.46893905106086786	0.9079782133511406	11	1.0	0.24990770324168984	0.6004974099326525
chr13	44989153	44989867	NUFIP1	GPALPP1	-	+	57	divergent_classic	44989471	44989528	1.0	65.0	64.0	11	1.0	35.48104708083253	0.45364771146116434	11	1.0	16.628458707251347	0.6877757314674503	10	0.9090909090909091	0.5361821025424987	1.0253813755287127	11	1.0	0.2534904942777404	0.9405525012418934
chr13	48037510	48038132	NUDT15	SUCLA2	+	-	243	divergent_overlapping	48037725	48037968	1.0	66.6	76.0	11	1.0	17.87554255088008	0.3842485472454178	11	1.0	19.394065134414863	0.7297509239511157	11	1.0	0.46426781710467036	1.1414648829133347	11	1.0	0.25734408605505465	0.6570889766210182
chr13	49443985	49444602	CAB39L	SETDB2	-	+	209	divergent_classic	49444064	49444273	1.0	66.0	57.0	11	1.0	17.85619682699938	0.4487092091811943	11	1.0	7.330897179894806	0.5801907152335621	11	1.0	0.3061071937233846	0.9921100121329506	11	1.0	0.14131115279919673	0.6555475205257928
chr13	72781565	72782474	DIS3	PIBF1	-	+	36	divergent_classic	72782096	72782132	1.0	61.1	80.0	11	1.0	34.37331294944847	0.48789705578681775	11	1.0	11.33857211695099	0.4809977267801926	11	1.0	0.4852405323085785	1.205425573421278	11	1.0	0.22554596795040835	0.52624718859036
chr13	75549302	75550132	COMMD6	UCHL3	-	+	43	divergent_classic	75549439	75549482	1.0	57.2	61.0	11	1.0	25.592264410447402	0.5027504810983967	11	1.0	16.789719781623276	0.5564255933666072	11	1.0	0.5329730965133163	0.8295560783113686	11	1.0	0.3747527443436704	0.7189651865622352
chr13	108218154	108218980	LIG4	ABHD13	-	+	23	divergent_classic	108218368	108218391	1.0	71.4	90.0	11	1.0	37.13911285493656	0.5842087666794943	11	1.0	14.142490227513111	0.5895886896486171	11	1.0	0.5165685372192721	0.8755677087979082	11	1.0	0.2512998258177829	0.7159465700579553
chr13	110712371	110716183	ING1	CARS2	+	-	868	divergent_overlapping	110712735	110713603	1.0	65.6	358.0	11	1.0	27.234043520314433	0.49634193492898787	11	1.0	13.383608704189488	0.6814008911671848	11	1.0	0.41697004322543146	0.6485769685366551	11	1.0	0.2111000584573179	0.5834163594573646
chr13	113208048	113210203	CUL4A	PCID2	+	-	523	divergent_overlapping	113208192	113208715	1.0	67.0	236.0	11	1.0	33.152258594601896	0.510547934765288	11	1.0	18.56483280141227	0.5648061172998281	11	1.0	0.37826542977341016	0.7551255583965124	11	1.0	0.2550800814029324	0.6765029253978946
chr13	113490163	113491310	DCUN1D2	TMCO3	-	+	69	divergent_classic	113490951	113491020	1.0	65.9	135.0	11	1.0	24.866549719498458	0.5782028623489178	11	1.0	7.495397570488907	0.6381748462746183	11	1.0	0.25049346552558477	1.1422178308997504	11	1.0	0.170207666648291	0.5862996525479712
chr14	20454581	20455864	OSGEP	APEX1	-	+	101	divergent_classic	20455089	20455190	1.0	57.4	87.0	11	1.0	33.61581126182016	0.5855911003966782	11	1.0	28.827108765559004	0.7557471509983151	11	1.0	0.4547215469975722	0.7813239633704842	11	1.0	0.30916042184915	0.6519605055992586
chr14	21476596	21477653	TOX4	RAB2B	+	-	364	divergent_overlapping	21476596	21476960	0.8495742667928098	60.8	60.0	11	1.0	31.403666727886524	0.4982585123948613	11	1.0	10.684328546632111	0.5042791506170033	11	1.0	0.3763268468321858	0.5636069963862589	11	1.0	0.36229129403979027	0.5298591458776775
chr14	23094769	23095614	C14orf119	ACIN1	+	-	110	divergent_overlapping	23095504	23095614	0.8828402366863906	62.6	78.0	11	1.0	22.161462744087853	0.4942304316619366	11	1.0	19.17100478898745	0.4651815119658879	11	1.0	0.33846066527242286	0.7696780857848949	11	1.0	0.18401809486983148	0.7111593244344949
chr14	24146682	24147906	RNF31	PSME2	+	-	888	divergent_overlapping	24146682	24147570	0.6478758169934641	68.3	66.0	11	1.0	28.853667269085836	0.5259545158244828	11	1.0	7.612300422153665	0.7662623130492103	11	1.0	0.2616708194894738	0.804907972111984	11	1.0	0.254199264068424	0.6923593959572311
chr14	24232367	24232786	NEDD8	GMPR2	-	+	54	divergent_classic	24232367	24232421	0.8257756563245824	58.7	28.0	11	1.0	20.268381065855735	0.2786299536395084	11	1.0	15.093842776316388	0.460360248123983	11	1.0	0.2119611531478266	1.2415195150669565	11	1.0	0.35102006111992756	1.3506630296228739
chr14	24299414	24300158	DHRS1	NOP9	-	+	69	divergent_classic	24299780	24299849	1.0	66.9	73.0	11	1.0	31.118791867311156	0.4153871804022522	9	0.8181818181818182	11.201727001526773	0.7489429649332345	11	1.0	0.46386399490548774	0.9623085685663937	11	1.0	0.3307772397751043	0.6799856446106789
chr14	31025105	31026850	AP4S1	STRN3	+	-	1296	divergent_overlapping	31025105	31026401	0.7232091690544412	69.4	113.0	11	1.0	36.978349158296965	0.4359989739484448	11	1.0	18.883627238470417	0.57174309762882	11	1.0	0.4445999066489473	0.6162429578078819	11	1.0	0.3005120924441242	0.5058859025287563
chr14	35121845	35122797	PRORP	PPP2R3C	+	-	672	divergent_overlapping	35121845	35122517	0.9212184873949579	56.1	64.0	11	1.0	24.1463370115892	0.35416203767289617	11	1.0	33.5513855902113	0.5079099402728077	11	1.0	0.4154568147371961	0.8703099872473795	11	1.0	0.2636705998308399	0.7140408628259044
chr14	49598466	49600147	LRR1	RPS29	+	-	404	divergent_overlapping	49598760	49599164	1.0	65.8	164.0	11	1.0	29.023534035078583	0.48886776127787085	11	1.0	19.777697441704188	0.6967180140234303	11	1.0	0.4851862076913307	0.7666166830603077	11	1.0	0.33127036602120996	0.6186070799292842
chr14	49620237	49621543	RPL36AL	MGAT2	-	+	172	divergent_classic	49620626	49620798	1.0	66.5	136.0	11	1.0	42.07058333540252	0.6016898611790797	11	1.0	19.61765611400789	0.6224033214751153	11	1.0	0.4576757435092015	0.6857982976589974	11	1.0	0.39533647463409927	0.7080276849654148
chr14	50311962	50312826	L2HGDH	DMAC2L	-	+	94	divergent_classic	50312229	50312323	1.0	63.9	84.0	11	1.0	26.96060769516597	0.8366677910460157	11	1.0	11.808442722700875	0.3953950405388226	11	1.0	0.36562494057033096	0.9024265528399373	11	1.0	0.21088679012528455	0.9803593226305293
chr14	57268388	57268986	EXOC5	AP5M1	-	+	18	divergent_classic	57268905	57268923	1.0	65.6	57.0	11	1.0	30.78845391740332	0.5528900170453854	11	1.0	13.015096199655648	0.47414616492539713	11	1.0	0.23658505066409233	1.20573587645309	11	1.0	0.17847058910468447	1.0469300919684248
chr14	58426900	58427531	KIAA0586	TIMM9	+	-	147	divergent_overlapping	58427384	58427531	0.5309033280507132	62.7	28.0	11	1.0	35.59566675240291	0.4837708670670869	11	1.0	35.44672338350221	0.6674511874827883	10	0.9090909090909091	0.5809467830906004	1.1458729826622096	11	1.0	0.3153843160686473	0.548952306363595
chr14	59483742	59484809	L3HYPDH	JKAMP	-	+	34	divergent_classic	59484408	59484442	1.0	69.1	117.0	11	1.0	28.786273623171574	0.40001659409534135	11	1.0	19.93024634050753	0.8184079299478216	11	1.0	0.38864677487961274	0.671899838256274	11	1.0	0.27433710024214275	0.4512362710680762
chr14	60980945	60981423	SLC38A6	TRMT5	+	-	57	divergent_overlapping	60981113	60981170	1.0	63.8	45.0	11	1.0	34.511638745530654	0.5194953953993129	11	1.0	18.907403416356708	0.4939019073675388	11	1.0	0.4886984470176035	0.7881022130612708	11	1.0	0.4577498144513138	1.0647833229013017
chr14	64503249	64505462	ZBTB1	ZBTB25	+	-	1502	divergent_overlapping	64503711	64505213	1.0	65.6	203.0	11	1.0	29.05177219700271	0.5706857777893543	11	1.0	22.23892647244371	0.5628321062747998	11	1.0	0.40068987097050573	0.8124230576193309	11	1.0	0.3190590071651767	0.6117941656151643
chr14	67359422	67360809	ATP6V1D	EIF2S1	-	+	62	divergent_classic	67360265	67360327	1.0	57.3	97.0	11	1.0	31.57537295225377	0.5961297268531384	11	1.0	22.862120963546534	0.6452238070088114	11	1.0	0.3439541092043325	0.6750373688869846	11	1.0	0.344028354804043	0.643816048356765
chr14	69397996	69398356	SLC39A9	ERH	+	-	285	divergent_overlapping	69398014	69398299	1.0	67.8	44.0	11	1.0	38.77101575838195	0.764510119588715	11	1.0	22.50994738767545	0.7976784578919063	11	1.0	0.4931817015209658	1.2202782031231196	11	1.0	0.26767733217866135	0.857889266271681
chr14	73949925	73950655	COQ6	FAM161B	+	-	489	divergent_overlapping	73949925	73950414	0.6863013698630137	65.1	47.0	11	1.0	31.117541732257465	0.42847571967588716	11	1.0	20.305822598808888	1.0790989013650079	11	1.0	0.4105114735744897	0.7886408098711165	11	1.0	0.31967073674782065	0.5908952662274862
chr14	74018622	74019653	BBOF1	ENTPD5	+	-	51	divergent_overlapping	74019348	74019399	1.0	68.1	110.0	11	1.0	33.817019598675465	0.6016381883842099	10	0.9090909090909091	18.356844539430927	0.8490045037530712	11	1.0	0.5661905688479074	0.81085305219109	11	1.0	0.25929843182472806	0.5252336755883426
chr14	74492977	74494204	ISCA2	NPC2	+	-	422	divergent_overlapping	74493755	74494177	1.0	65.0	97.0	11	1.0	30.425602726310363	0.5527460219107604	10	0.9090909090909091	9.496898257117175	0.7278677243223198	11	1.0	0.43076483121834586	0.9655686360518441	11	1.0	0.3429001401671464	0.7778566697873269
chr14	74712926	74713172	AREL1	FCF1	-	+	26	divergent_classic	74713117	74713143	1.0	62.2	19.0	11	1.0	31.833425023515225	0.6539121616330785	11	1.0	8.197116656836016	0.71253339505126	11	1.0	0.49414283270945564	0.7073084965699522	11	1.0	0.3901836621242589	0.6693055708628641
chr14	77457527	77458253	AHSA1	VIPAS39	+	-	83	divergent_overlapping	77457869	77457952	1.0	59.8	51.0	11	1.0	27.884032498447592	0.4532246010025822	11	1.0	16.072276428494135	0.4616514487865571	11	1.0	0.28000104751562915	0.571588582999321	11	1.0	0.1965506819401259	0.6385952509984223
chr14	77707711	77708207	ALKBH1	SLIRP	-	+	47	divergent_classic	77708023	77708070	1.0	60.5	47.0	11	1.0	43.02716801650713	0.49308702935637194	11	1.0	8.391362525042027	0.5461453340000005	11	1.0	0.5121799810548274	0.7264833777458032	10	0.9090909090909091	0.5495522026108074	1.372242474275882
chr14	89954556	89954938	EFCAB11	TDP1	-	+	161	divergent_classic	89954777	89954938	0.7198952879581152	64.4	25.0	11	1.0	19.01460659939411	0.6559412482193187	10	0.9090909090909091	6.473356179448322	0.45775491574545346	11	1.0	0.27478715012303034	0.8604566887303824	11	1.0	0.20028975129547888	1.330872893568246
chr14	92121205	92122678	NDUFB1	CPSF2	-	+	51	divergent_classic	92121917	92121968	1.0	61.0	116.0	11	1.0	41.93085667462651	0.5345875733840508	11	1.0	22.625193193171068	0.44084304636986493	11	1.0	0.5386951494446514	1.049363862129267	11	1.0	0.3547687330009142	0.4584865389367166
chr14	96363129	96363997	ATG2B	GSKIP	-	+	110	divergent_classic	96363341	96363451	1.0	72.8	101.0	11	1.0	35.96465766226308	0.6358126969067139	11	1.0	7.653871324375597	0.5760332081656621	10	0.9090909090909091	0.5604886551878564	1.1061268850127597	11	1.0	0.3076218774452066	0.8087292435621859
chr14	99479824	99481851	SETD3	CCNK	-	+	279	divergent_classic	99480889	99481168	1.0	65.0	202.0	11	1.0	28.684275810268968	0.5494838699068272	10	0.9090909090909091	10.413394277936844	0.6851286810179047	11	1.0	0.42702658218798306	0.7196310238869815	11	1.0	0.32509683544742934	0.7287194389538918
chr14	100376002	100376805	WDR25	WARS1	+	-	388	divergent_overlapping	100376417	100376805	0.7372353673723536	65.4	68.0	11	1.0	32.13978564339749	0.6815564141034014	11	1.0	14.575115265175613	0.438782579276208	11	1.0	0.4773714897514419	1.1517837292749333	11	1.0	0.2951861917129694	0.6828261715523225
chr14	102139260	102140640	WDR20	HSP90AA1	+	-	197	divergent_overlapping	102139502	102139699	1.0	67.7	112.0	11	1.0	42.57535874163898	0.5350910382224429	11	1.0	9.873892968970306	0.6784167322272233	11	1.0	0.7684451564715715	0.8038794225681802	11	1.0	0.45914219856039795	0.6630021664251209
chr14	102362819	102363536	CINP	TECPR2	-	+	24	divergent_classic	102362916	102362940	1.0	70.7	85.0	11	1.0	24.99924755463362	0.5623362013304307	10	0.9090909090909091	7.588542640548597	1.027976343232036	11	1.0	0.09795604915908038	1.141528588693755	11	1.0	0.20654286497719496	0.7804317039951425
chr14	103561895	103563334	KLC1	BAG5	+	-	762	divergent_overlapping	103561895	103562657	0.9471855455177206	73.0	161.0	11	1.0	41.1286427490382	0.554359488909543	11	1.0	14.21381265291802	0.5695703941492561	11	1.0	0.4216937327988655	0.6455618916176369	11	1.0	0.3854394805210424	0.7391927409146519
chr14	103561971	103563334	BAG5	COA8	-	+	302	divergent_classic	103562657	103562959	1.0	73.0	161.0	11	1.0	40.95994913699378	0.5597117959727785	11	1.0	14.289874416028853	0.5747916112734512	11	1.0	0.40588452074968556	0.6734992506935066	11	1.0	0.38752795154888486	0.7776100149296032
chr14	103715041	103716615	XRCC3	ZFYVE21	-	+	225	divergent_classic	103715504	103715729	1.0	64.7	172.0	11	1.0	19.632380748040845	0.6148238685511203	9	0.8181818181818182	4.741502437500156	0.8073036686064765	11	1.0	0.2929618189100703	0.5536634095336711	11	1.0	0.25312242847119876	0.4524661480289158
chr15	40807045	40807680	ZFYVE19	DNAJC17	+	-	393	divergent_overlapping	40807085	40807478	1.0	65.0	54.0	11	1.0	33.23153840135316	0.6120815762620575	11	1.0	14.762237714578388	0.9164054193139562	11	1.0	0.3075454751017611	1.198542886402406	10	0.9090909090909091	0.5206912048654936	1.323104573905967
chr15	42273200	42274206	GANC	TMEM87A	+	-	334	divergent_overlapping	42273200	42273534	0.5417495029821073	58.45	23.5	11	1.0	31.028170460627997	0.7191444438415366	11	1.0	34.478527179972254	0.7040935591743355	11	1.0	0.4985840054105129	1.0449243134199855	11	1.0	0.2682009592203132	0.5258595573653899
chr15	42490761	42491232	ZNF106	SNAP23	-	+	91	divergent_classic	42491141	42491232	0.6900212314225053	66.2	25.0	11	1.0	39.002950363751886	0.5098320176413922	11	1.0	20.070238305997304	0.5809079396803838	11	1.0	0.5005775022086225	1.010012965881907	11	1.0	0.3767154745604894	0.7015809420090658
chr15	42548264	42548918	LRRC57	HAUS2	-	+	25	divergent_classic	42548802	42548827	1.0	68.2	68.0	11	1.0	41.90993290805207	0.49757437862026693	11	1.0	12.916290497601848	0.6224700944514459	11	1.0	0.6877966027541844	0.5570224698038362	11	1.0	0.4882054551424325	0.5208062105707209
chr15	43329632	43330755	LCMT2	ADAL	-	+	89	divergent_classic	43330582	43330671	1.0	63.8	112.0	11	1.0	27.525126299343267	0.5311942767334199	11	1.0	12.782040333907927	0.6286290511188155	11	1.0	0.5393595773784905	0.7912885910423395	11	1.0	0.42851838212390836	0.7164839476975656
chr15	43369220	43371468	TUBGCP4	ZSCAN29	+	-	1823	divergent_overlapping	43369220	43371043	0.4719750889679715	64.8	89.0	11	1.0	21.92570102212247	0.5088936031107193	10	0.9090909090909091	5.274584067919988	0.676055105680918	11	1.0	0.4961646250615898	0.545320186832739	11	1.0	0.7751247283010595	0.4177767001704558
chr15	45402212	45403596	GATM	SPATA5L1	-	+	8	divergent_classic	45402327	45402335	1.0	70.4	156.0	11	1.0	39.9018796636267	0.6061157964038316	10	0.9090909090909091	11.620962023588662	0.6896539798612454	11	1.0	0.6371455140894006	0.6530388930933649	11	1.0	0.37179561163142644	0.48667929399166543
chr15	49155142	49155870	GALK2	COPS2	+	-	6	divergent_overlapping	49155655	49155661	1.0	61.8	51.0	11	1.0	41.61720808962295	0.5466020339640935	11	1.0	16.927590603144424	0.6487779343047572	11	1.0	0.37780613978757777	0.8761882896342189	11	1.0	0.38685733741087813	0.5978965357306029
chr15	49620788	49621285	FAM227B	DTWD1	-	+	107	divergent_classic	49620929	49621036	1.0	68.6	54.0	11	1.0	22.260958664703352	0.4414870492668381	11	1.0	13.320402683883417	0.6459426828456061	11	1.0	0.26128323421415545	1.112270053346729	11	1.0	0.56104416091557	0.7919902574848883
chr15	55318887	55319410	PIGB	RAB27A	+	-	154	divergent_overlapping	55318959	55319113	1.0	59.3	42.0	11	1.0	38.552495660057446	0.47219727077014206	11	1.0	25.644619859605587	0.6709695760454151	9	0.8181818181818182	0.7861641126669682	1.1639555158662258	10	0.9090909090909091	0.5860542001203718	1.0367855754830764
chr15	64093676	64094123	CIAO2A	SNX1	-	+	265	divergent_classic	64093857	64094122	1.0	58.6	31.0	11	1.0	18.2512757872866	0.29700750034603596	11	1.0	9.649243504550851	0.5187096069685997	11	1.0	0.2981474461813925	0.7050023280012943	11	1.0	0.2019448503387561	0.6635735806402868
chr15	66386557	66387625	TIPIN	MAP2K1	-	+	90	divergent_classic	66386746	66386836	1.0	66.1	110.0	11	1.0	26.68708087645855	0.5419020147388138	11	1.0	9.080092290323385	0.6051441641756407	11	1.0	0.5198997783914866	0.9330904269437832	11	1.0	0.2616752876822183	0.6913561476665856
chr15	77419283	77420411	PEAK1	HMG20A	-	+	267	divergent_classic	77420144	77420411	0.7641843971631206	66.2	100.0	11	1.0	29.60713352467344	0.6921270484839939	10	0.9090909090909091	9.49008533047056	0.8157075200158794	11	1.0	0.23688034722923773	0.6994093808611864	11	1.0	0.2737289273176764	0.7778031790616321
chr15	88467213	88468001	MRPL46	MRPS11	-	+	62	divergent_classic	88467390	88467452	1.0	60.2	56.0	11	1.0	36.71994753263383	0.509023838454499	11	1.0	23.10396554590541	0.5509000226809919	11	1.0	0.4968475710806047	0.8795042383099433	11	1.0	0.4125771942498988	1.031351440721051
chr15	100601770	100603230	ASB7	LINS1	+	-	642	divergent_overlapping	100602588	100603230	0.7958904109589041	64.4	80.0	11	1.0	37.9482055521105	0.5743519806126708	11	1.0	10.836914887272863	0.64711811634481	11	1.0	0.40484796731860767	0.5461998816965057	11	1.0	0.36377103902884045	0.5204482467058604
chr16	1351333	1352347	TSR3	GNPTG	-	+	52	divergent_classic	1351878	1351930	1.0	71.5	116.0	11	1.0	41.94731124651124	0.5704682617392512	9	0.8181818181818182	5.678788382103544	0.9174723961114234	11	1.0	0.4293931797754654	1.0551245035050771	11	1.0	0.2886799072901916	0.5688147452352549
chr16	1826112	1827632	FAHD1	HAGH	+	-	191	divergent_overlapping	1826966	1827157	1.0	70.0	188.0	11	1.0	25.259179151291036	0.6010410722760546	10	0.9090909090909091	6.716137836867232	0.8195042294331986	11	1.0	0.4187899341003502	0.6129773163898408	11	1.0	0.2912002449208509	0.5325829314368992
chr16	3023877	3024442	THOC6	HCFC1R1	+	-	260	divergent_overlapping	3024026	3024286	1.0	68.5	58.0	11	1.0	18.605484494042802	0.6103458185469699	11	1.0	12.852881638202632	0.7549955436910476	11	1.0	0.3405960168004372	0.8788743699661751	11	1.0	0.08399502381757261	0.9606425822238921
chr16	3400716	3401667	ZSCAN32	ZNF174	-	+	149	divergent_classic	3401065	3401214	1.0	70.0	105.0	11	1.0	24.841590331602752	0.40777557891124866	11	1.0	8.025576861864367	0.8376022877476623	11	1.0	0.41420484268128865	0.8302064850791748	11	1.0	0.34494011652161416	0.5051289373623781
chr16	4425428	4426329	CORO7	DNAJA3	-	+	99	divergent_classic	4425705	4425804	1.0	59.0	75.0	11	1.0	33.88397651509397	0.4931006766454236	11	1.0	24.258878898391778	0.5335421904387241	11	1.0	0.447831646710989	1.1017509102741803	11	1.0	0.34972313143313694	0.7523280976377077
chr16	4614005	4616781	UBALD1	MGRN1	-	+	1465	divergent_classic	4615027	4616492	1.0	62.0	242.0	11	1.0	15.851240543048773	0.5332115246929564	11	1.0	10.78657093245273	0.5286858662256584	11	1.0	0.3509927680249396	0.8782332205079711	11	1.0	0.2787175775236941	0.36010250199145705
chr16	4846605	4848242	UBN1	GLYR1	+	-	624	divergent_overlapping	4846664	4847288	1.0	71.8	214.0	11	1.0	39.01625626812434	0.6520298542177377	11	1.0	11.939223114624044	0.5500328557578963	11	1.0	0.4109291035667177	1.0063033905598213	11	1.0	0.37449709372439755	0.670388018443611
chr16	10941639	10944906	DEXI	CLEC16A	-	+	2070	divergent_classic	10942468	10944538	0.5506580961126416	66.19999999999999	96.0	11	1.0	10.629152706981053	0.42057030035508036	9	0.8181818181818182	3.0101348440935567	0.4994220493253118	11	1.0	0.4465486257748503	0.951677377398749	11	1.0	0.3247251851419907	0.5003817925314342
chr16	11976400	11977013	NPIPB2	SNX29	-	+	90	divergent_classic	11976643	11976733	1.0	59.9	53.0	11	1.0	36.16726909285038	0.48656706488536544	11	1.0	7.851288575465774	0.5421299877822033	11	1.0	0.433488037877812	0.8740961785882413	11	1.0	0.24237301228408523	0.7176506823855766
chr16	14632659	14633509	PARN	BFAR	-	+	202	divergent_classic	14632728	14632930	1.0	66.5	70.0	11	1.0	34.83008087439825	0.5067352709726395	11	1.0	22.893012335131292	0.6722619876795601	11	1.0	0.4548380372910735	0.8841666210835933	11	1.0	0.3402959829688778	0.6252902711931203
chr16	15642949	15643300	MARF1	NDE1	-	+	112	divergent_classic	15643154	15643266	1.0	74.6	43.0	11	1.0	13.856280264294663	0.5938532289438512	11	1.0	9.073644709349743	0.6581447536609674	11	1.0	0.13139058333068768	1.0367344752337269	11	1.0	0.11838279690181489	0.9349282575493357
chr16	19521659	19524313	GDE1	CCP110	-	+	1687	divergent_classic	19522123	19523810	0.4129615674453655	65.6	48.0	11	1.0	12.674287787759772	0.46662817704014253	9	0.8181818181818182	3.9954516079384983	0.5337275311576282	11	1.0	0.3059532808880623	0.7760023203309473	11	1.0	0.313003372669171	0.41177848767179537
chr16	20899867	20901294	LYRM1	ERI2	+	-	482	divergent_overlapping	20899867	20900349	0.7358093903293623	66.4	87.0	11	1.0	30.50540154174394	0.44510179286798973	11	1.0	22.75528108825092	0.6265236025856213	11	1.0	0.4529491998145316	0.8051896766584191	11	1.0	0.22304624891938277	0.6218697777531509
chr16	23641066	23641597	PALB2	DCTN5	-	+	144	divergent_classic	23641321	23641465	1.0	66.9	51.0	11	1.0	32.30010901415436	0.6867500794915653	11	1.0	11.29384465460288	0.46748405253827674	11	1.0	0.3557009538408029	0.8124282387199743	11	1.0	0.3113829108940051	0.6819843079423514
chr16	27549688	27550239	GTF3C1	KATNIP	-	+	219	divergent_classic	27549913	27550132	1.0	68.2	56.0	11	1.0	25.11195909804567	0.6550842456865934	10	0.9090909090909091	5.878149393080364	0.6013508295968979	11	1.0	0.24296143093970865	1.8554748191405266	11	1.0	0.2148355384051368	1.0955267585454604
chr16	28845883	28846818	TUFM	SH2B1	-	+	251	divergent_classic	28846348	28846599	1.0	67.3	84.0	11	1.0	41.309643085759284	0.5382684631029596	11	1.0	9.043501418844757	0.6452304859923546	11	1.0	0.44665425950833054	1.0198371211245834	11	1.0	0.35364014846226594	0.7798048356793753
chr16	29995257	29996553	INO80E	HIRIP3	+	-	360	divergent_overlapping	29995714	29996074	1.0	61.8	116.0	11	1.0	34.476483282447845	0.735145125671082	11	1.0	14.729082322827317	0.5979783521608315	11	1.0	0.38063317894464893	0.6718142258449724	11	1.0	0.3151184822789723	0.8757291975051685
chr16	56450953	56452199	OGFOD1	NUDT21	+	-	679	divergent_overlapping	56451520	56452199	0.7295345104333868	63.0	71.0	11	1.0	32.72486610511784	0.4519023038588244	11	1.0	9.79574919404849	0.5506232341841273	11	1.0	0.5824648036237469	0.7644864094428285	11	1.0	0.34117684443341434	0.58551864747094
chr16	57185574	57186671	PSME3IP1	RSPRY1	-	+	20	divergent_classic	57186116	57186136	1.0	60.0	87.0	11	1.0	29.965253958612326	0.4705203823189356	11	1.0	14.740759965793488	0.5552762334876812	11	1.0	0.39876877369499036	1.2382356705522874	11	1.0	0.3709633158298045	0.7909175827390185
chr16	57447083	57447754	CIAPIN1	COQ9	-	+	4	divergent_classic	57447420	57447424	1.0	70.8	69.0	11	1.0	35.499477902907145	0.6868484112127148	11	1.0	12.562162322626147	0.5682964000460545	11	1.0	0.22253552671996835	0.9141729894290717	10	0.9090909090909091	0.5228721631164807	1.5040095055158498
chr16	66552365	66552816	TK2	CKLF	-	+	18	divergent_classic	66552544	66552562	1.0	56.5	36.0	11	1.0	15.555043211960788	0.44409145548545326	10	0.9090909090909091	6.373429506909805	0.5937986899949742	10	0.9090909090909091	0.6785715448076304	2.152443702575415	11	1.0	0.38944703676651593	0.7290384102610814
