chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct	H3K4me3_n_present	H3K4me3_frac_present	H3K4me3_mean	H3K4me3_cv	H3K27ac_n_present	H3K27ac_frac_present	H3K27ac_mean	H3K27ac_cv	H3K27me3_n_absent	H3K27me3_frac_absent	H3K27me3_mean	H3K27me3_cv	H3K9me3_n_absent	H3K9me3_frac_absent	H3K9me3_mean	H3K9me3_cv	meth_mean	meth_cv	meth_n_hypo	meth_frac_hypo	DNase_mean	DNase_cv	DNase_n_present	DNase_frac_present	H3K9ac_mean	H3K9ac_cv	H3K36me3_mean	H3K36me3_cv	repliseq_mean	CTCF_n_peaks	mahalanobis_dist	mahalanobis_score	cosine_sim	cosine_score	percentile_score	composite_score	composite_rank
chr8	103414666	103415595	DCAF13	SLC25A32	+	-	476	divergent_overlapping	103414713	103415189	1.0	63.8	98.0	11	1.0	28.146164731552133	0.406277847330177	11	1.0	18.98977836876851	0.5804949889748878	11	1.0	0.3321195890817188	0.9924818590156921	11	1.0	0.22350874794689568	0.5077976559609142	1.0837486702911134	0.5945247295100355	6	1.0	1.7723403884384867	0.3716595820153124	11	1.0	22.839525492309466	0.3985998497249113	0.272460590640531	0.8823866688113181	23.46555435952637	1	2.849133180246295	0.6994691642836555	0.04896768403180607	0.07001277707318464	0.648749800923714	0.49541643911253175	116
chr12	53499411	53501529	MAP3K12	TARBP2	-	+	857	divergent_classic	53500063	53500920	0.603399433427762	64.4	57.5	11	1.0	19.81930908510178	0.503186382936864	11	1.0	13.415341647471577	0.6416296716945253	11	1.0	0.27663290340792895	0.7159324725858474	11	1.0	0.27604175928431135	0.6099284423329366	1.399027994657418	0.5693059906355263	6	1.0	1.2056824159574608	0.2709705645275557	11	1.0	13.312729643872409	0.3848427499580597	0.2953787036055495	0.6916188012265211	6.912023921938936	1	2.318216484841667	0.7823415320683242	0.043708686968813026	0.062493593834689866	0.5398948877209748	0.49365315729402914	117
chr16	56450953	56452199	OGFOD1	NUDT21	+	-	679	divergent_overlapping	56451520	56452199	0.7295345104333868	63.0	71.0	11	1.0	32.72486610511783	0.4519023038588245	11	1.0	9.79574919404849	0.5506232341841272	11	1.0	0.5824648036237469	0.7644864094428288	11	1.0	0.3411768444334144	0.5855186474709398	1.102487135009936	0.6216173845117452	6	1.0	1.2160336213887357	0.42055926706791963	11	1.0	16.48229652963733	0.38748769004641276	0.44440462914026374	0.5629398419343954	24.573033707865168	0	2.3557007591763406	0.7764905000783865	0.022026881522584363	0.03149348751426481	0.575648988692467	0.49273894289337417	118
chr6	149749377	149750149	PCMT1	NUP43	+	-	222	divergent_overlapping	149749443	149749665	1.0	60.2	74.0	11	1.0	30.30425667575292	0.7140173714448429	11	1.0	11.376437622521776	0.6325755134809454	11	1.0	0.2008549803347659	1.0004158279456117	11	1.0	0.34468790259385074	0.6715452107338695	1.0110512164075278	0.994588728399748	6	1.0	0.902559478260807	0.5035398132871527	11	1.0	19.90988827652491	0.4552324384055497	0.3415457456468658	0.8267221418977967	24.886010362694304	0	3.347055192271091	0.6217470348690726	0.2518272614321393	0.3600563568443829	0.4472845994585125	0.4909011008384977	119
chr16	85798632	85800236	COX4I1	EMC8	+	-	976	divergent_overlapping	85798632	85799608	0.8865336658354115	67.4	138.0	11	1.0	44.638798104998244	0.45769934314428434	11	1.0	14.812031388938903	0.5886890231409905	11	1.0	0.5863704144316513	0.7606464130641862	11	1.0	0.5017107181846673	0.8259784030964593	1.858415007267171	0.5126240375314203	6	1.0	0.7627519235495293	0.5673277291107889	11	1.0	32.773929240650084	0.5523462026025608	0.5292016999275377	0.6375397681434409	14.243246051537824	0	2.1005519814458746	0.8163174324971774	0.0	0.0	0.545309762701067	0.49011990180919107	120
chr9	133356273	133357090	SURF2	SURF1	+	-	127	divergent_overlapping	133356549	133356676	1.0	51.2	73.0	11	1.0	28.472261446392928	0.7972386383660156	9	0.8181818181818182	3.861541258422065	0.8988618213542241	11	1.0	0.14990296883715892	1.5333701288678687	11	1.0	0.08704284717102227	0.9634087457593045	1.72633010888937	0.7554174500296129	6	1.0	0.6243800803213584	0.7575215825971952	11	1.0	7.123448961177432	0.5313656191234795	0.24126267470499474	1.4199852116224154	26.54610363117095	2	3.6687357699028658	0.5715349557059415	0.39301164319717175	0.5619182754172559	0.30705526357700275	0.4893060439806542	121
chr17	5419187	5420396	RPAIN	NUP88	+	-	524	divergent_overlapping	5419640	5420164	1.0	58.7	95.0	11	1.0	31.36033443847708	0.4434075464627471	11	1.0	17.769727901645975	0.6257136228455858	11	1.0	0.37339573467227344	0.7408226140135808	11	1.0	0.30779343490408095	0.6319015655519729	0.7141367942719707	0.4599133440725493	6	1.0	1.2909228146607756	0.3229037896278132	11	1.0	23.93244064172137	0.4934148381050591	0.3850035570128142	0.6681091684718232	16.209677419354836	1	2.7297142758738318	0.7181096166357039	0.011802504727042806	0.01687492779570565	0.6544831979614588	0.4886512843814309	122
chr11	34915781	34916833	PDHX	APIP	+	-	551	divergent_overlapping	34915828	34916379	1.0	67.6	98.0	11	1.0	33.150018774406995	0.5784813997301669	11	1.0	18.898266406878545	0.5604763172554218	11	1.0	0.4302014411945698	0.657928323946225	11	1.0	0.24724484981853187	0.5814507639383859	0.965553045456052	0.3425729632884118	6	1.0	1.46480288597073	0.32681372304729106	11	1.0	29.286450148073243	0.47601903238902715	0.2563977888866283	0.773153960053383	22.0	0	2.716386275000495	0.7201900239760075	0.0	0.0	0.6683389074693422	0.48857768183120565	123
chr3	15601263	15602074	BTD	HACL1	+	-	512	divergent_overlapping	15601340	15601852	1.0	60.9	70.0	11	1.0	25.02202705487065	0.6319457813638883	11	1.0	8.01434682644016	0.5125412234558572	11	1.0	0.2880242103686759	0.9727155616409495	11	1.0	0.3142603536199189	0.7882211298662258	1.1941937943847245	0.7754026589614625	6	1.0	1.9772657441328547	0.310071507695164	11	1.0	11.568714338363792	0.4578118045641826	0.18791162566864658	0.6393732348149308	16.333333333333332	1	2.79097470758572	0.7085472934474945	0.13965433929532078	0.1996743018933738	0.48104793756967673	0.48763558921791295	124
chr12	110468074	110469378	FAM216A	GPN3	+	-	854	divergent_overlapping	110468414	110469268	1.0	64.6	116.0	11	1.0	27.19092344237292	0.5617201010565085	11	1.0	14.400638517431931	0.5849883821807902	11	1.0	0.44080782208474534	0.6282147215004507	11	1.0	0.3126481261003104	1.0454937210862127	1.1035243592123325	0.4243878808225583	6	1.0	1.2818190948243788	0.1978358823109887	11	1.0	17.825335402812645	0.4341983256800443	0.3053181426138367	0.8564084741925826	6.829626789366053	1	2.1949620560336793	0.8015806828497479	0.0	0.0	0.5479375696767002	0.4850135440429092	125
chr17	19377687	19379228	MAPK7	B9D1	+	-	473	divergent_overlapping	19377720	19378193	1.0	64.6	126.0	11	1.0	26.852282546429493	0.5418420164389056	11	1.0	10.261485353672402	0.6464358291114125	11	1.0	0.3823668415021068	0.6481822546380267	11	1.0	0.27649933254491876	0.8386423322894545	7.601888575955782	0.6214150003095522	5	0.8333333333333334	1.7059690034360662	0.40185796717236627	11	1.0	14.576686839100557	0.4165966432672355	0.4285162110271621	0.9121199865486267	23.82435647847718	0	2.9943619838605873	0.6767999679102423	0.13486954478814384	0.1928331216783898	0.5201465201465202	0.48461387971156994	126
chr9	34637203	34638132	SIGMAR1	GALT	-	+	288	divergent_classic	34637844	34638132	0.8073196986006459	65.2	70.0	11	1.0	33.23964441059007	0.6681639746729919	11	1.0	7.657997866985895	0.7653585630784868	11	1.0	0.482693126018375	1.05327018466356	11	1.0	0.3858715679411892	0.8254765830991605	3.9968378364930097	1.5259564148121385	5	0.8333333333333334	0.92567931133073	0.49311413216654454	11	1.0	15.963649385581055	0.6501368465969682	0.39927023418570484	0.8859339226179793	18.393792608539645	1	3.231507949517643	0.6397831480311766	0.29920917235648026	0.4278018349579212	0.3342888995062908	0.48454047955173424	127
chr1	45339892	45340893	TOE1	MUTYH	+	-	842	divergent_overlapping	45340051	45340893	0.4185814185814185	69.7	56.0	11	1.0	33.867180911889584	0.5983004983329225	11	1.0	18.825901253695555	0.6973188895252548	11	1.0	0.38271926773194237	0.6628834855869704	11	1.0	0.36231077740296375	0.787495558301718	1.9205349458391492	0.6199865996497973	6	1.0	1.1133670643997522	0.27561590286258264	11	1.0	23.764055834990078	0.42952821902080823	0.43338654520658637	0.6719298389460374	9.721278721278722	1	2.275997298041262	0.7889316506431907	0.0	0.0	0.5613154960981047	0.4839673090867077	128
chr19	45178065	45179898	TRAPPC6A	BLOC1S3	-	+	546	divergent_classic	45178237	45178783	1.0	59.0	151.0	11	1.0	23.99811316194076	0.444449116010246	10	0.9090909090909092	12.16164893094819	0.8665604666786942	11	1.0	0.4913661578063582	0.7190421915042412	11	1.0	0.2964865749627105	0.396182714510552	3.6169168309193513	0.9939271795423316	5	0.8333333333333334	1.9966960312669562	0.448273227081242	11	1.0	17.397218524884387	0.8386214498665823	0.3219552806374719	0.5846259917913138	5.872795053646118	1	3.1246761331822506	0.6564588443335944	0.18602723820560718	0.26597711971776544	0.4695015129797738	0.4832271275426995	129
chr7	92528173	92529091	PEX1	RBM48	-	+	252	divergent_classic	92528520	92528772	1.0	63.5	90.0	11	1.0	39.265192866357594	0.5304447038644251	11	1.0	13.09533419452316	0.6167830216204951	11	1.0	0.40754553061006943	0.8939788866701042	11	1.0	0.29641503135157127	0.4275060118515277	0.8570254399855045	0.533521108633061	6	1.0	1.5645178648969351	0.255592661781521	11	1.0	17.88379948818145	0.5453127456629147	0.308547100891089	0.5253419620994417	23.72585330428468	2	3.317521485137453	0.6263570391518691	0.09322714668306831	0.13329385628389517	0.6414237935977066	0.4829581106252282	130
chr3	42600352	42601113	NKTR	SEC22C	+	-	426	divergent_overlapping	42600654	42601080	1.0	64.0	77.0	11	1.0	24.09162444394026	0.5907401479232931	11	1.0	11.636467506915643	0.44730197108988407	11	1.0	0.19138234195101075	0.5593403825796344	11	1.0	0.17328350730393474	0.8044313923515637	0.8116986375042984	0.6289587023133985	6	1.0	1.9290651590490038	0.28809851178391227	11	1.0	16.638820673437994	0.4271446927443307	0.18292560534469846	1.1277632432637386	23.0	2	2.941274946951691	0.6850864815674544	0.06050335850748012	0.08650619761007593	0.6044752349100173	0.4813290223830098	131
chr3	36992737	36993865	EPM2AIP1	MLH1	-	+	94	divergent_classic	36993131	36993225	1.0	60.3	93.0	11	1.0	18.50619137015579	0.43999775369236316	11	1.0	18.897723727265408	0.4972730072896965	11	1.0	0.2508913632473684	0.9910058356506368	11	1.0	0.18493672132413314	0.49526251658820836	15.010306592339797	2.311791350084308	6	0.8571428571428571	3.100946430334501	0.6294721124572935	11	1.0	19.337773895198687	0.4049211114166912	0.2368731087318662	0.6522703204303842	20.720744680851066	1	3.8372403563884765	0.545232573080742	0.2282736662461986	0.3263800120951767	0.5496098104793757	0.48088997600466254	132
chr17	75261099	75262363	MRPS7	GGA3	+	-	690	divergent_overlapping	75261673	75262363	0.7286392405063291	68.1	89.0	11	1.0	38.72118798061289	0.4885550453246628	11	1.0	24.298361836408468	0.43695069088597077	11	1.0	0.5475240089267701	0.932831415825269	11	1.0	0.28894535656892534	0.8333147309098936	1.1252367887339023	0.5006934262696263	6	1.0	1.0172951365983722	0.3993989315035478	11	1.0	40.82693648330192	0.49351729749304296	0.3089745187904833	0.5483630878443989	10.166666666666666	2	2.688528373856847	0.7245384467121316	0.0	0.0	0.6366459627329193	0.48080916750472846	133
chr1	100895032	100896252	EXTL2	SLC30A7	-	+	896	divergent_classic	100895179	100896075	0.4122950819672131	64.95	26.5	11	1.0	32.96982262106344	0.48416803442532713	11	1.0	19.321663045653295	0.553646296491596	11	1.0	0.5085110372675248	0.8231690197978506	11	1.0	0.4928700534399902	0.7007446322247234	1.2566831761274089	0.6070450607927612	6	1.0	0.763056527110752	0.20670224975815782	11	1.0	17.56148430565357	0.41231363772880547	0.3998260068940469	0.7267298906732733	22.897131147540986	0	2.2848734384232365	0.7875461474623523	0.0	0.0	0.5517598343685299	0.48054640929549997	134
chr4	127964849	127966034	ABHD18	MFSD8	+	-	720	divergent_overlapping	127965314	127966034	0.8160337552742616	66.0	91.0	11	1.0	32.828320082834374	0.33261011021329945	11	1.0	14.473405644103297	0.7187669178740762	11	1.0	0.3982467178324004	0.4879663028502706	11	1.0	0.4720945377461925	0.9109815521187756	0.7606958428424396	0.9613741092606513	6	1.0	1.285875462523264	0.17579756281344847	11	1.0	27.362049630700504	0.6504113408553862	0.24622165287935793	0.7791584617887813	16.424753867791843	1	2.315175700263821	0.7828161771869848	0.0	0.0	0.5557413600891861	0.47984887890154976	135
chr7	66995125	66995816	TYW1	SBDS	+	-	521	divergent_overlapping	66995172	66995693	1.0	61.9	63.0	11	1.0	12.555255290052138	0.44455806282664284	11	1.0	11.863413244139384	0.6307514778708417	11	1.0	0.24245229346918382	1.1146991648702496	11	1.0	0.1690180362119159	1.1722931513528485	0.9720854517245496	0.6435243169212577	6	1.0	1.075052684542835	0.622222464367684	11	1.0	16.62844758748857	0.454991769547534	0.1824532133441209	0.780180420358291	17.486251808972504	2	2.905742130130586	0.6906329047436547	0.13854778492630537	0.19809217797044304	0.4700589265806656	0.4766984932627945	136
chr22	41446253	41447915	TOB2	ACO2	-	+	1028	divergent_classic	41446801	41447829	1.0	69.7	177.0	11	1.0	35.66373220981123	0.5566227651835218	11	1.0	22.502716884144235	0.6416500244123554	10	0.9090909090909092	0.676012282114574	0.812580579803976	11	1.0	0.4034186665885305	0.6675989364303336	1.1408512225902845	0.444995631385318	6	1.0	0.6069880974582034	0.45555275060175104	11	1.0	30.839234624359563	0.5100845612405	0.29769932732483806	0.8011522140213919	10.0	0	2.4133800483440195	0.7674871680927176	0.02262800428059919	0.03235295788707586	0.5282688326166587	0.4751814043882074	137
chr19	47112698	47113844	SAE1	ZC3H4	+	-	503	divergent_overlapping	47113273	47113776	0.7495636998254799	62.0	36.5	11	1.0	26.264558451607307	0.5064062696091108	11	1.0	35.22557732103146	0.5398386337639994	11	1.0	0.46908705270744205	1.314763984758675	11	1.0	0.22989120753032272	0.8245109182361962	11.47376783127412	2.260620452704163	6	0.8571428571428571	1.6718676678846511	0.2410606989226847	11	1.0	42.535135423390564	0.763976781194995	0.23535895547735794	0.7620258489081484	10.383507853403142	0	3.334461198435163	0.6237128688654088	0.21765196222898786	0.3111933637944056	0.4406752667622233	0.47504573671315214	138
chr1	35557079	35558233	NCDN	KIAA0319L	+	-	478	divergent_overlapping	35557472	35557950	1.0	65.5	95.0	11	1.0	33.04222755431286	0.545476167045614	11	1.0	14.008819191714496	0.5990854627867385	11	1.0	0.5542730337816754	0.9055624829981292	11	1.0	0.273486215109647	0.7186301830358268	1.4424772377401724	0.7564093583756247	6	1.0	1.2502342876456227	0.3421695581661513	11	1.0	22.21021564442213	0.39185854988204294	0.31929972285155017	0.9078056310734165	29.072790294627385	0	2.8249749856134714	0.7032400888146672	0.07669021056648395	0.10964975620654843	0.535594839942666	0.4748694143706312	139
chr1	154220178	154221312	UBAP2L	C1orf43	+	-	459	divergent_overlapping	154220178	154220637	0.8333333333333334	57.4	79.0	11	1.0	28.94864501951603	0.567148920107782	11	1.0	22.818215606125456	0.567592960357008	11	1.0	0.3732383407753917	1.0323050953172022	11	1.0	0.2539771094512128	0.5946744752473263	1.052732463644872	0.8450085415104778	6	1.0	1.5101035856773661	0.3052655890620668	11	1.0	29.60402898215564	0.4155098501236258	0.24101939217440613	0.553125335113054	12.713844797178131	0	2.9501887594031704	0.6836950980411187	0.0728091349075023	0.10410069073022425	0.5655359133620004	0.4743690204441149	140
chr4	165207233	165208549	KLHL2	TMEM192	+	-	989	divergent_overlapping	165207560	165208549	0.6610942249240122	68.4	126.0	11	1.0	27.99807826362659	0.5223774177816823	9	0.8181818181818182	3.9304101284625914	0.869937391201948	10	0.9090909090909092	0.800269112643172	0.8084939966535306	11	1.0	0.4606550121173177	0.746670950990201	2.6369347769073066	0.7655262118228765	6	1.0	0.4427907848624366	0.6162943007164091	11	1.0	10.799009548449026	0.5256472708810268	0.3576308616244953	0.6677395169549633	7.367021276595744	0	2.051836618691157	0.8239215585190491	0.08196414036143107	0.1171902898938967	0.36160216594999206	0.47320636016078627	141
chr9	128275312	128276416	SWI5	GOLGA2	+	-	648	divergent_overlapping	128275378	128276026	1.0	64.0	85.0	11	1.0	33.75940027424325	0.6527345110148233	11	1.0	10.628506391572625	0.6821605600197177	11	1.0	0.34264707832806196	0.7735766038727995	11	1.0	0.3388363275561694	1.1517800686348485	1.6833849696816587	0.6308001197588374	6	1.0	1.7322761785536414	0.321535813413183	11	1.0	17.042871903869198	0.4598589548125436	0.25649741952073457	0.679643994080231	21.30510265700483	0	2.411875455727488	0.767722024434141	0.03833379900451639	0.054808712667077	0.4968944099378882	0.4725997465551459	142
chr1	11805405	11806509	CLCN6	MTHFR	+	-	360	divergent_overlapping	11806095	11806455	1.0	67.9	92.0	11	1.0	24.939924990742806	0.5220524199034208	11	1.0	15.155280020972565	0.479240424573922	11	1.0	0.26282436417615745	0.9498671407543827	11	1.0	0.13873019209098836	0.572516745400514	1.0571763544366284	1.0282356252376332	6	1.0	1.7460345163941384	0.28192175457778135	11	1.0	19.025525847551606	0.7044037935276503	0.3294896705440565	0.6074521470795579	14.528381642512079	0	3.158282367318694	0.6512131471850229	0.07637200465115035	0.10919479330082577	0.5895843287147635	0.47011899547868596	143
chr17	51259741	51261222	MBTD1	UTP18	-	+	382	divergent_classic	51260163	51260545	1.0	68.3	150.0	11	1.0	31.325686290146848	0.47923148769143015	11	1.0	20.92069957351812	0.5647236942240692	11	1.0	0.48592299132478556	0.8869957569247204	11	1.0	0.22919550263860602	0.5152094546494874	0.8403494016987368	0.8173215088585751	6	1.0	1.3996191736493495	0.32421673666098716	11	1.0	26.858884560819032	0.5722457241499754	0.2839498518437022	0.7309382979398952	22.50708980418636	1	3.3975538122767857	0.6138645549132659	0.06368625900742486	0.09105702960376415	0.6511387163561076	0.46820454575326786	144
chr5	150000045	150001239	HMGXB3	TIGD6	+	-	609	divergent_overlapping	150000045	150000654	0.7018425460636516	71.7	99.0	11	1.0	34.38908894656141	0.4601796290176155	11	1.0	19.107322292674652	0.6337112118695251	11	1.0	0.4752148043629392	0.7882705732589048	11	1.0	0.40034933995888333	0.5139628471726297	1.4030429216329747	0.5291926686758944	6	1.0	0.907971060367606	0.3119843397992229	11	1.0	30.637305951348058	0.5704561410680166	0.3551304533453891	1.0092553443009518	12.563372417643775	2	2.6964591746628037	0.7233005044004526	0.0	0.0	0.5948399426660297	0.4677721845599899	145
chr2	27889940	27890897	BABAM2	RBKS	+	-	741	divergent_overlapping	27889940	27890681	0.735632183908046	69.2	78.0	11	1.0	29.18071389210168	0.42842884732365377	11	1.0	18.731938363046137	0.5067247459343859	10	0.9090909090909092	0.517455755496851	1.2094311142472745	11	1.0	0.347829531284533	0.7305224584857634	0.8104523479311593	0.5881378585077227	6	1.0	1.114956791267058	0.652502993864991	11	1.0	25.056845584301836	0.6305376493321182	0.36464516809148867	0.9847212312883432	12.194705677464299	1	2.361316157059767	0.7756139759029734	0.0009478639723478066	0.0013552323395279553	0.523331740723045	0.46765168227996123	146
chr3	47282257	47283451	KLHL18	KIF9	+	-	535	divergent_overlapping	47282916	47283451	0.7546063651591289	64.9	96.0	11	1.0	35.12585701804658	0.46567745443718794	11	1.0	20.810658362381826	0.8126608093964574	11	1.0	0.480166167934267	0.7341853255207471	11	1.0	0.3629277002125163	0.6692243359436116	0.8875941934124197	0.6384259266670878	6	1.0	1.002987670112513	0.2993437776854922	11	1.0	24.797409236357897	0.41775064211718965	0.40049292715786994	0.612054028388729	11.033780011166945	1	2.7852000830892942	0.7094486717790262	0.0	0.0	0.611243828635133	0.4671526173021504	147
chr7	92245467	92246537	ANKIB1	KRIT1	+	-	193	divergent_overlapping	92245973	92246166	1.0	61.6	82.0	11	1.0	44.28893574503519	0.6866723394310189	11	1.0	16.577082679409944	0.6140812909588451	11	1.0	0.5650812928327941	0.8498903831229204	11	1.0	0.2982449816667838	0.7541221275938872	1.8328392053956997	0.3279851338126345	6	1.0	0.8252329152657404	0.5229277106866782	11	1.0	23.029731088060036	0.7198738346358798	0.33752870910166893	0.57228389466538	23.357943925233645	2	3.4579986833636887	0.6044295350113337	0.17177686278615423	0.24560228727105818	0.5001592610288261	0.4655002784944987	148
chr11	65857024	65862026	MUS81	CFL1	+	-	4901	divergent_overlapping	65857125	65862026	0.8198720511795282	63.2	337.0	11	1.0	24.584390983895037	0.5480153074815849	11	1.0	14.262921393396136	0.6840898643789174	11	1.0	0.4474944888608567	0.697583732754701	11	1.0	0.3935658473977149	0.4818995588949365	17.189185997214395	1.9672094209181168	6	0.8571428571428571	0.8526297048636807	0.2225787282689352	11	1.0	17.610797448328224	0.4501431598413004	0.7758223283284706	0.4822487954995004	9.285918965747035	3	7.330239092458642	0.0	0.6994106801479957	1.0	0.551122790253225	0.4653368370759675	149
chr4	184648807	184650062	PRIMPOL	CASP3	+	-	396	divergent_overlapping	184649666	184650062	0.8119521912350598	71.7	110.0	11	1.0	27.151733880962897	0.49102199913316286	11	1.0	14.989092433298685	0.4810454059141758	11	1.0	0.40626008149244536	0.8270890235436779	11	1.0	0.2724901584959103	0.6635617207484209	1.638158105304521	0.889804856874622	6	1.0	0.9039679231578048	0.34163565747081104	11	1.0	25.410127162727818	0.7405659000016062	0.3076632169620162	0.6644382878504914	21.850464807436918	1	3.1296172335100185	0.6556875732713581	0.07240502865629261	0.10352290966013225	0.569278547539417	0.46411546646840796	150
chr3	128051640	128052781	SEC61A1	MGLL	+	-	550	divergent_overlapping	128051640	128052190	0.7738825591586328	61.0	82.0	11	1.0	31.81192788460421	0.4290236317700258	11	1.0	13.955334111070083	0.5177159726246365	11	1.0	0.42884586909400757	0.63099458866464	11	1.0	0.44642809502461916	0.5775639743498322	1.2245512753781929	0.8006101209360853	6	1.0	0.9110954670367192	0.4768839081174173	11	1.0	25.152966652732463	0.37197994338246343	0.4043835912409602	0.6278899264111621	17.417616126205086	0	2.641143454372056	0.7319348998826195	0.0	0.0	0.5643414556458035	0.4620763966467889	151
chr16	20899867	20901294	LYRM1	ERI2	+	-	482	divergent_overlapping	20899867	20900349	0.7358093903293623	66.4	87.0	11	1.0	30.50540154174394	0.44510179286798973	11	1.0	22.75528108825092	0.6265236025856212	11	1.0	0.4529491998145316	0.8051896766584191	11	1.0	0.2230462489193828	0.6218697777531508	1.37311908046681	1.0253186752662695	6	1.0	1.3688787550760397	0.4195732077917654	11	1.0	26.151990606548154	0.4288487645798615	0.26893367635952736	0.8161332370925575	20.259518804017755	1	2.8579966978305094	0.6980856314329036	0.017206358740029182	0.024601223899509667	0.5845676063067368	0.46198490163503536	152
chr14	103561895	103563334	KLC1	BAG5	+	-	762	divergent_overlapping	103561895	103562657	0.9471855455177206	73.0	161.0	11	1.0	41.12864274903819	0.5543594889095431	11	1.0	14.213812652918017	0.5695703941492564	11	1.0	0.4216937327988655	0.6455618916176369	11	1.0	0.3854394805210423	0.7391927409146521	1.1895376597473966	0.5246567697724577	6	1.0	0.7919712603440451	0.5119036477534019	11	1.0	24.27524939513252	0.462333420173132	0.3754235096038379	0.6663110700364445	8.916052814454483	0	2.762084853368863	0.7130567968114453	0.0	0.0	0.5817805383022775	0.45975688021526134	153
chr12	57771491	57772958	EEF1AKMT3	METTL1	+	-	628	divergent_overlapping	57771491	57772119	0.6053169734151329	65.65	39.5	11	1.0	30.542338006833464	0.500058562767262	11	1.0	16.208579526472736	0.8070560002217801	11	1.0	0.31726721425488036	0.5352805440318181	11	1.0	0.4121298025451805	0.533359912556764	1.4311141175878908	0.6609166654338787	6	1.0	1.0680139915611866	0.2077391278664049	11	1.0	22.877138206496408	0.41297017340366804	0.35618251655390054	0.6565723318654051	9.802181322426721	1	2.6992142953633946	0.722870449406954	0.0	0.0	0.5686415034241121	0.45974063079001526	154
chr10	1048397	1049654	IDI1	WDR37	-	+	418	divergent_classic	1049119	1049537	1.0	59.3	123.0	11	1.0	28.898160763111363	0.5055965321042398	11	1.0	22.64907840843924	0.7481939180544157	11	1.0	0.31711470079424564	0.9338006031168414	11	1.0	0.29609345152956557	0.67601465591962	0.9004377078765162	0.5291861062922449	6	1.0	1.6659895183354316	0.30833880401293046	11	1.0	24.443575291812635	0.6676321671758981	0.3534813785213698	0.604023736161477	11.306284805091488	1	3.1641648691625806	0.6502949299571223	0.057933642300294186	0.08283208127167202	0.5782767956681001	0.4584506350647806	155
chr17	59707191	59707747	VMP1	PTRH2	+	-	435	divergent_overlapping	59707191	59707626	0.6366906474820144	61.0	28.0	11	1.0	22.89654277482011	0.6942945096068297	10	0.9090909090909092	15.849908155586684	0.6111587031964076	11	1.0	0.37745095326932493	0.9111249841321994	11	1.0	0.1857624507253991	0.4733384523826054	0.762775176405554	0.69051118371158	6	1.0	2.844349812601734	0.4574097141161175	11	1.0	17.958492760882123	0.5736249727474388	0.23150110729172715	1.0194684199722335	24.833333333333332	0	3.0566176656428916	0.667082293175195	0.11476725711919511	0.16409137060204784	0.47117375378244947	0.45741245458542723	156
chr15	100601770	100603230	ASB7	LINS1	+	-	642	divergent_overlapping	100602588	100603230	0.7958904109589041	64.4	80.0	11	1.0	37.9482055521105	0.5743519806126708	11	1.0	10.836914887272865	0.6471181163448099	11	1.0	0.4048479673186078	0.5461998816965055	11	1.0	0.3637710390288405	0.5204482467058602	1.2294617527154743	0.3614139383179872	6	1.0	1.8131524560816707	0.44580327136932574	11	1.0	21.295325657129116	0.8543757500615621	0.3079065100829589	0.5280115207374048	6.7498858447488574	0	2.572160328512836	0.7427026813945278	0.0	0.0	0.5338429686255773	0.45723396314548437	157
chr14	35121845	35122797	PRORP	PPP2R3C	+	-	672	divergent_overlapping	35121845	35122517	0.921218487394958	56.1	64.0	11	1.0	24.146337011589207	0.35416203767289606	11	1.0	33.5513855902113	0.5079099402728078	11	1.0	0.415456814737196	0.8703099872473797	11	1.0	0.2636705998308399	0.7140408628259045	1.0198953823953822	0.4397729696845847	6	1.0	1.4495494926335522	0.4839538476148125	11	1.0	30.20896909355778	0.41869180502521647	0.20575615717776924	0.7222554813130668	12.137394957983194	0	2.7286487472136955	0.7182759381768651	0.0	0.0	0.5647396082178692	0.4567322577361068	158
chr15	77419283	77420411	PEAK1	HMG20A	-	+	267	divergent_classic	77420144	77420411	0.7641843971631206	66.2	100.0	11	1.0	29.607133524673433	0.6921270484839939	10	0.9090909090909092	9.490085330470558	0.8157075200158797	11	1.0	0.23688034722923773	0.6994093808611864	11	1.0	0.2737289273176764	0.7778031790616321	1.4007601511322412	0.5452951969256125	6	1.0	1.0130501974170205	0.34207949082390593	11	1.0	16.42758386700317	0.7154709585013059	0.1803064392119291	1.110530532100997	22.333333333333332	1	3.3282464776456906	0.6246829431377043	0.17187613005400992	0.2457442171424103	0.4397197005892658	0.45551235257458456	159
chr9	35731813	35732760	TLN1	CREB3	-	+	402	divergent_classic	35732195	35732597	1.0	70.3	89.0	11	1.0	20.633023345973893	0.41929962136035787	11	1.0	10.997885961741057	0.6259685982607164	11	1.0	0.27383007874168713	0.6322457912262442	11	1.0	0.18234731454730638	0.6868163866120158	0.5502183143099802	0.4158564167508273	6	1.0	1.6993594850316962	0.35362656106392315	11	1.0	14.41905387360224	0.3882355372881988	0.21911436881932522	0.6832435317069167	9.5	4	3.175285699385658	0.6485590464554454	0.0	0.0	0.6527313266443702	0.4552430165754892	160
